이름은 최선웅, 010-0014-7918입니다.	O SS_NAME-B ID_PHONE-B
제 휴대폰 번호 마지막 4자리는 8274이에요.	O O O O O ID_PHONE-B
제 휴대폰 번호 마지막 4자리는 9372번 으로 되어있어요.	O O O O O ID_PHONE-B O O
제 휴대폰 번호 마지막 4자리는 4708번 입니다.	O O O O O ID_PHONE-B O
제 휴대폰 번호 마지막 4자리는 1072이에요.	O O O O O ID_PHONE-B
제 휴대폰 번호 마지막 자리는 9078번 으로 되어있어요.	O O O O O ID_PHONE-B O O
제 휴대폰 번호 마지막 자리는 4636번 으로 되어있어요.	O O O O O ID_PHONE-B O O
제 휴대폰 번호 마지막 4자리는 7105번 입니다.	O O O O O ID_PHONE-B O
휴대폰 번호 4자리는 7172번 이에요.	O O O ID_PHONE-B O
저의 휴대폰 번호 자리는 7172번 으로 되어있어요.	O O O O ID_PHONE-B O O
저의 휴대폰 번호 마지막 4자리는 6045번 으로 되어 있습니다.	O O O O O ID_PHONE-B O O O
또박 또박 발음해 보겠습니다.	O O O O
휴대폰 번호 4자리는 1289번 으로 되어있어요.	O O O ID_PHONE-B O O
안녕하세요.	O
광주은행 홈페이지에 접속이 안됩니다.	SS_BRAND-B O O O
네, 이름은 풍경환이고 전화번호는 017-5435-3375이에요.	O O SS_NAME-B O ID_PHONE-B
잘 남겨 두세요.	O O O
제주은행 홈페이지에 접속할 수 없습니다.	SS_BRAND-B O O O O
이름은 예성수이구요.	O SS_NAME-B
전화번호는 010-2584-4981입니다.	O ID_PHONE-B
국민은행 홈페이지에 접속이 불가능해요.	SS_BRAND-B O O O
이름은 예성수이구요.	O SS_NAME-B
전화번호는 010-9597-7757입니다.	O ID_PHONE-B
저기요. 대구은행 홈페이지에 접속이 불가능해요.	O SS_BRAND-B O O O
010-965-4434번이요	ID_PHONE-B
대구은행 신용카드예요	SS_BRAND-B O
010-273-3594으로 전화하셔서 신청하시면 됩니다	ID_PHONE-B O O O
연락처에서 스팸으로 차단 된 번호들 중에 0155-5749 이 있는지 확인해보시기 바랍니다.	O O O O O O ID_PHONE-B O O O O
해당 지점 전화번호는 7239-0696입니다.	O O O ID_PHONE-B
검찰청 사고신고57-7270로 전화하셔서 접수하시기 바랍니다.	O ID_PHONE-B O O O
제주은행, 경남은행 카드입니다.	SS_BRAND-B SS_BRAND-B O
부산은행은 8471-9677, 수협은행은 8688-7644로 전화하셔서 신고하시면 됩니다.	ID_PHONE-B O SS_BRAND-B ID_PHONE-B O O O
5374-2854번으로 통화해보십시오.	ID_PHONE-B O
6502-2284으로 전화하신 후 본인확인 후 안내해 드립니다.	ID_PHONE-B O O O O O O
광주은행 726-816-5314입니다	SS_BRAND-B ID_ACCOUNT-B
단위광주은행이나 원예조합,?축산조합 등에 정기적으로 농산물을 출하한 컴퓨터 기록 등이 있어야 합니다.	SS_BRAND-B O O O O O O O O O O
본 은행인카카오뱅크의 계좌가 맞나요?	O SS_BRAND-B O O
저희 경남은행을 통한 계좌가 맞나요?	O SS_BRAND-B O O O
저희 은행인 카카오뱅크을 통해서 만든 계좌가 맞습니까?	O O SS_BRAND-B O O O O
본 은행인토스뱅크의 계좌가 맞나요?	O SS_BRAND-B O O
본 은행인제주은행을 통해서 만든 계좌가 맞나요?	O SS_BRAND-B O O O O
저희 경남은행이 맞습니까?	O SS_BRAND-B O
본 은행인광주은행을 통한 계좌가 맞나요?	O SS_BRAND-B O O O
본 은행인국민은행이 맞으신가요?	O SS_BRAND-B O
본 은행인부산은행이 맞으신가요?	O SS_BRAND-B O
경남은행 통장 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
경남은행 통장 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
토스뱅크 통장 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
제주은행 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
우리은행 보안카드 분실하였는데요.	SS_BRAND-B O O
어떻게 대처 해야 하나요?	O O O O
저희 한국산업은행을 통해서 만든 계좌가 맞습니까?	O SS_BRAND-B O O O O
본 국민은행의 계좌가 맞습니까?	O SS_BRAND-B O O
한국산업은행 보안카드 어디있는지 못찾겠어요.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 대처 해야 하나요?	O O O O O O O
경남은행 보안카드 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
대구은행 보안카드 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
하나은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
경남은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
광주은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
한국스탠다드차타드은행 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
광주은행 통장 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
케이뱅크 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
토스뱅크 통장 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
본 농협을 통한 계좌가 맞나요?	O SS_BRAND-B O O O
본 은행인경남은행이 맞습니까?	O SS_BRAND-B O
저희 한국산업은행을 통한 계좌가 맞나요?	O SS_BRAND-B O O O
본 은행인중소기업은행의 계좌가 맞나요?	O SS_BRAND-B O O
경남은행 통장 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
수협 통장 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
우리은행 통장 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
중소기업은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
우리은행 통장 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
본 은행인하나은행이 맞습니까?	O SS_BRAND-B O
본 국민은행의 계좌가 맞나요?	O SS_BRAND-B O O
저희 은행인 신한은행의 계좌가 맞습니까?	O O SS_BRAND-B O O
저희 은행인 우리은행을 통한 계좌가 맞나요?	O O SS_BRAND-B O O O
제주은행 보안카드 분실하였는데요.	SS_BRAND-B O O
어떻게 대처 해야 하나요?	O O O O
중소기업은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
신한은행 보안카드 어디있는지 못찾겠어요.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 대처 해야 하나요?	O O O O O O O
하나은행 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
농협 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
저희 은행인 수협을 통해서 만든 계좌가 맞나요?	O O SS_BRAND-B O O O O
본 은행인한국산업은행을 통해서 만든 계좌가 맞나요?	O SS_BRAND-B O O O O
중소기업은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
토스뱅크토스뱅크 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
중소기업은행 통장 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
경남은행 통장 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
신한은행 통장 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
저희 은행인 전북은행을 통한 계좌가 맞습니까?	O O SS_BRAND-B O O O
저희 제주은행의 계좌가 맞나요?	O SS_BRAND-B O O
저희 하나은행이 맞으신가요?	O SS_BRAND-B O
저희 부산은행이 맞습니까?	O SS_BRAND-B O
저희 제주은행이 맞습니까?	O SS_BRAND-B O
본 은행인중소기업은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
신한은행 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
광주은행 보안카드 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
경남은행 보안카드 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
수협 통장 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
신한은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
한국산업은행 보안카드 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
한국스탠다드차타드은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
국민은행 보안카드 분실하였는데요.	SS_BRAND-B O O
어떻게 대처 해야 하나요?	O O O O
전북은행 통장 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
국민은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
부산은행 보안카드 분실하였습니다.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 대처 해야 합니까?	O O O O O O O
하나은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
수협 보안카드 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
대구은행 통장 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
대구은행 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
우리은행 통장 어디있는지 못찾겠어요.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 대처 해야 하나요?	O O O O O O O
중소기업은행 통장 분실한 것 같습니다.	SS_BRAND-B O O O O
어떻게 대처 해야 합니까?	O O O O
수협 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
대구은행 통장 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
한국스탠다드차타드은행 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
저희 은행인 수협의 계좌가 맞나요?	O O SS_BRAND-B O O
저희 광주은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
본 은행인부산은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
본 대구은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
본 토스뱅크의 계좌가 맞습니까?	O SS_BRAND-B O O
본 전북은행의 계좌가 맞습니까?	O SS_BRAND-B O O
저희 한국스탠다드차타드은행을 통해서 만든 계좌가 맞나요?	O SS_BRAND-B O O O O
본 은행인수협의 계좌가 맞나요?	O SS_BRAND-B O O
저희 은행인 부산은행이 맞으신가요?	O O SS_BRAND-B O
저희 은행인 카카오뱅크을 통한 계좌가 맞나요?	O O SS_BRAND-B O O O
저희 부산은행을 통해서 만든 계좌가 맞습니까?	O SS_BRAND-B O O O O
저희 하나은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
본 우리은행을 통해서 만든 계좌가 맞나요?	O SS_BRAND-B O O O O
본 은행인부산은행이 맞으신가요?	O SS_BRAND-B O
저희 은행인 카카오뱅크을 통해서 만든 계좌가 맞습니까?	O O SS_BRAND-B O O O O
경남은행 보안카드 분실한 것 같습니다.	SS_BRAND-B O O O O
어떻게 대처 해야 합니까?	O O O O
제주은행 통장 어디있는지 못찾겠어요.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 대처 해야 하나요?	O O O O O O O
우리은행 보안카드 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
케이뱅크케이뱅크 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
한국산업은행 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
본 은행인부산은행의 계좌가 맞나요?	O SS_BRAND-B O O
저희 은행인 한국스탠다드차타드은행을 통해서 만든 계좌가 맞습니까?	O O SS_BRAND-B O O O O
경남은행 통장 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
국민은행 통장 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
부산은행 보안카드 분실하였는데요.	SS_BRAND-B O O
어떻게 대처 해야 하나요?	O O O O
대구은행 통장 분실한 것 같습니다.	SS_BRAND-B O O O O
어떻게 대처 해야 합니까?	O O O O
농협 통장 없어진 것 같아요.	SS_BRAND-B O O O O
어떻게 해야 하나요?	O O O
본 한국산업은행의 계좌가 맞습니까?	O SS_BRAND-B O O
저희 은행인 대구은행을 통한 계좌가 맞나요?	O O SS_BRAND-B O O O
본 경남은행이 맞습니까?	O SS_BRAND-B O
본 은행인우리은행을 통한 계좌가 맞나요?	O SS_BRAND-B O O O
본 우리은행의 계좌가 맞습니까?	O SS_BRAND-B O O
저희 은행인 한국산업은행이 맞습니까?	O O SS_BRAND-B O
저희 은행인 제주은행을 통해서 만든 계좌가 맞나요?	O O SS_BRAND-B O O O O
본 한국산업은행을 통해서 만든 계좌가 맞나요?	O SS_BRAND-B O O O O
저희 은행인 신한은행을 통해서 만든 계좌가 맞나요?	O O SS_BRAND-B O O O O
본 은행인농협의 계좌가 맞나요?	O SS_BRAND-B O O
한국산업은행 통장 어디있는지 못찾겠어요.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 대처 해야 하나요?	O O O O O O O
농협 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
수협 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
광주은행 보안카드 분실한 것 같아요.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
농협 통장 어디있는지 못찾겠습니다.	SS_BRAND-B O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
중소기업은행 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
케이뱅크 보안카드 분실하였는데요.	SS_BRAND-B O O
어떻게 대처 해야 하나요?	O O O O
경남은행 보안카드 없어진 것 같습니다.	SS_BRAND-B O O O O
다시 발급 받을려면 어떻게 해야 합니까?	O O O O O O
우리은행 보안카드 잃어버렸습니다.	SS_BRAND-B O O
어떻게 해야 하나요?	O O O
수협 보안카드 잃어버렸는데요.	SS_BRAND-B O O
다시 발급 받을려면 어떻게 해야 하나요?	O O O O O O
저희 한국산업은행의 계좌가 맞습니까?	O SS_BRAND-B O O
본 은행인수협이 맞으신가요?	O SS_BRAND-B O
본 한국스탠다드차타드은행이 맞으신가요?	O SS_BRAND-B O
본 은행인신한은행의 계좌가 맞나요?	O SS_BRAND-B O O
저희 한국산업은행을 통한 계좌가 맞습니까?	O SS_BRAND-B O O O
저희 부산은행을 통해서 만든 계좌가 맞습니까?	O SS_BRAND-B O O O O
본 국민은행이 맞으신가요?	O SS_BRAND-B O
저희 은행인 한국스탠다드차타드은행의 계좌가 맞나요?	O O SS_BRAND-B O O
저희 농협을 통해서 만든 계좌가 맞습니까?	O SS_BRAND-B O O O O
저희 은행인 하나은행의 계좌가 맞나요?	O O SS_BRAND-B O O
우선 제주은행 앱을 다운 받으셨나요?	O SS_BRAND-B O O O
그럼 고객님 컴퓨터로 우리은행 홈페이지 접속 가능하십니까?	O O O SS_BRAND-B O O O
12시 이후에 ATM기에서 거래내역을 뽑으시거나 온라인 케이뱅크 고객센터에서 출력하실 수 있습니다.	O O O O O O SS_BRAND-B O O O O
제가 하나은행카드를 이용하는데 우수고객이라고 치아보험 혜택을 준다고 들어서요.	O SS_BRAND-B O O O O O O
네 대구은행 치아보험 말씀하시나요?	O SS_BRAND-B O O
토스뱅크러브카드요.	SS_BRAND-B
부산은행이고 계좌는87822입니다.	SS_BRAND-B ID_ACCOUNT-B
대구은행 홈페이지에 접속이 안되요.	SS_BRAND-B O O O
농협 입니다.	SS_BRAND-B O
안녕하세요.	O
우리은행에 맞게 전화 걸것 맞습니까?	SS_BRAND-B O O O O
중소기업은행 전화번호는 항상 이 전화번호 입니다.	SS_BRAND-B O O O O O
기억이… 아 한국산업은행 인 것 같은데요.	O O SS_BRAND-B O O O
제가 광주은행에 맞게 전화 건것이 맞나요?	O SS_BRAND-B O O O O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
대구은행입니다.	SS_BRAND-B
기억 나네요.	O O
케이뱅크이에요.	SS_BRAND-B
여보세요. 우리은행에 전화 걸은 것이 맞아요?	O SS_BRAND-B O O O O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
한국스탠다드차타드은행입니다.	SS_BRAND-B
부산은행 홈페이지에 안들어가집니다.	SS_BRAND-B O O
잠시만요. 찾아보니 토스뱅크 이네요.	O O SS_BRAND-B O
여보세요. 경남은행 맞습니까?	O SS_BRAND-B O
하나은행 상담원입니다.	SS_BRAND-B O
맞게 전화 주셨습니다.	O O O
카카오뱅크 홈페이지에 접속할 수 없습니다.	SS_BRAND-B O O O O
잠시만 기다려 주세요.	O O O
한번 찾아보고요.	O O
아 우리은행이네요.	O SS_BRAND-B
여보세요. 중소기업은행 맞나요?	O SS_BRAND-B O
여보세요. 하나은행 홈페이지에 접속이 불가능해요.	O SS_BRAND-B O O O
국민은행 입니다.	SS_BRAND-B O
우리은행에 전화 걸은 것이 맞아요?	SS_BRAND-B O O O O
하나은행 홈페이지에 접속이 안되요.	SS_BRAND-B O O O
발음이 정확하지 않아서 다시 여쭈어 보겠습니다.	O O O O O O
국민은행 홈페이지에 접속 하시는 것이 불가능 하다는 말씀이 맞으십니까?	SS_BRAND-B O O O O O O O O
안녕하십니까	O
동부화재해상보험입니다.	SS_BRAND-B
기억이… 아 하나은행 인 것 같은데요.	O O SS_BRAND-B O O O
안녕하세요.	O
토스뱅크에 맞게 전화 걸것 맞나요?	SS_BRAND-B O O O O
안녕하세요.	O
토스뱅크 홈페이지에 접속이 안됩니다.	SS_BRAND-B O O O
아 신한은행이네요.	O SS_BRAND-B
우리은행 맞습니까?	SS_BRAND-B O
함께하는 농협입니다.	O SS_BRAND-B
어떤 업무를 도와드리면 되겠습니까?	O O O O
국민은행에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
고객님	O
부산은행 홈페이지에 안들어가져요.	SS_BRAND-B O O
잠시만요. 찾아보니 케이뱅크 이네요.	O O SS_BRAND-B O
중소기업은행에 전화 걸은 것이 맞아요?	SS_BRAND-B O O O O
농협 상담원입니다.	SS_BRAND-B O
맞게 전화 주셨습니다.	O O O
우리은행 홈페이지에 접속이 불가능해요.	SS_BRAND-B O O O
찾아보니 신한은행 입니다.	O SS_BRAND-B O
제가 전화 걸은 것이 한국산업은행 맞습니까?	O O O O SS_BRAND-B O
네 고객님 대구은행입니다.	O O SS_BRAND-B
한국산업은행에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
고객님	O
대구은행 홈페이지에 접속이 불가능합니다.	SS_BRAND-B O O O
한국스탠다드차타드은행 홈페이지에 접속 불가능 하다는 겁니까?	SS_BRAND-B O O O O O
고객님 NH농협손해보험입니다.	O SS_BRAND-B
잠시만요. 찾아보니 대구은행 이네요.	O O SS_BRAND-B O
제가 전화 걸은 것이 농협 맞나요?	O O O O SS_BRAND-B O
대구은행에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
반갑습니니다.	O
삼성화재해상보험입니다.	SS_BRAND-B
수협 입니다.	SS_BRAND-B O
경남은행에 전화 걸은 것이 맞아요?	SS_BRAND-B O O O O
안녕하십니까 고객님 케이뱅크 상담원입니다.	O O SS_BRAND-B O
신한은행 홈페이지에 접속이 불가능합니다.	SS_BRAND-B O O O
수협이에요.	SS_BRAND-B
제가 신한은행에 맞게 전화 건것이 맞습니까?	O SS_BRAND-B O O O O
우리은행입니다.	SS_BRAND-B
전북은행 홈페이지에 접속할 수 없어요.	SS_BRAND-B O O O O
안녕하십니까	O
메트라이프생명보험입니다.	SS_BRAND-B
아 신한은행이네요.	O SS_BRAND-B
토스뱅크에 맞게 전화 걸것 맞나요?	SS_BRAND-B O O O O
대구은행 홈페이지에 안들어가집니다.	SS_BRAND-B O O
안녕하십니까	O
ABL생명보험입니다.	SS_BRAND-B
카카오뱅크 입니다.	SS_BRAND-B O
토스뱅크에 맞게 전화 걸것 맞습니까?	SS_BRAND-B O O O O
광주은행 상담원입니다.	SS_BRAND-B O
맞게 전화 주셨습니다.	O O O
한국산업은행 고객센터는 항상 이 번호로 연락주시면 됩니다.	SS_BRAND-B O O O O O O
밝은 미소와 봉사의 정신으로 답하는 한국산업은행입니다.	O O O O O SS_BRAND-B
안녕하세요.	O
하나은행 홈페이지에 들어가지지 않습니다.	SS_BRAND-B O O O
하나은행으로 보낸 것 맞아요.	SS_BRAND-B O O O
기억났다.	O
안녕하세요.	O
경남은행에 전화 걸은 것이 맞아요?	SS_BRAND-B O O O O
한국스탠다드차타드은행에 맞게 전화하셨습니다.	SS_BRAND-B O O
신한은행 전화번호는 항상 이 전화번호 입니다.	SS_BRAND-B O O O O O
저기요. 한국스탠다드차타드은행 홈페이지에 접속할 수 없어요.	O SS_BRAND-B O O O O
기억이… 아 카카오뱅크 인 것 같은데요.	O O SS_BRAND-B O O O
여보세요. 제가 수협에 맞게 전화 건것이 맞습니까?	O O SS_BRAND-B O O O O
케이뱅크 고객센터는 항상 이 번호로 연락주시면 됩니다.	SS_BRAND-B O O O O O O
농협에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
고객님	O
저기요. 광주은행 홈페이지에 접속할 수 없어요.	O SS_BRAND-B O O O O
기억이… 아 대구은행 인 것 같은데요.	O O SS_BRAND-B O O O
안녕하세요.	O
제가 제주은행에 맞게 전화 건것이 맞습니까?	O SS_BRAND-B O O O O
신한은행에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
고객님	O
잠시만 기다려 주세요.	O O O
한번 찾아보고요.	O O
아 우리은행이네요.	O SS_BRAND-B
제가 중소기업은행에 맞게 전화 건것이 맞나요?	O SS_BRAND-B O O O O
중소기업은행에 맞게 전화하셨습니다.	SS_BRAND-B O O
여보세요. 대구은행 홈페이지에 안들어가집니다.	O SS_BRAND-B O O
기억이… 아 카카오뱅크 입니다.	O O SS_BRAND-B O
여보세요. 수협에 맞게 전화 걸것 맞나요?	O SS_BRAND-B O O O O
함께하는 경남은행입니다.	O SS_BRAND-B
어떤 업무를 도와드리면 되겠습니까?	O O O O
한국산업은행 시스템이 아주 마음에 듭니다. 고맙습니다.	SS_BRAND-B O O O O O
안녕하세요.	O
제주은행 홈페이지에 들어가지지 않아요.	SS_BRAND-B O O O
잠시만 기다려 주세요.	O O O
한번 찾아보고요.	O O
아 한국스탠다드차타드은행이네요.	O SS_BRAND-B
한국스탠다드차타드은행 입니까?	SS_BRAND-B O
안녕하십니까 고객님 제주은행 상담원입니다.	O O SS_BRAND-B O
부산은행 상담센터는 항상 이 번호이니 안심하셔도 됩니다.	SS_BRAND-B O O O O O O
카카오뱅크이에요.	SS_BRAND-B
여보세요. 제가 전화한 번호가 제주은행 번호죠?	O O O O SS_BRAND-B O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
하나은행입니다.	SS_BRAND-B
한국스탠다드차타드은행에서는 이런 상황에도 대처할 수 있도록 프로세스를 가지고 있기 때문에 가능하십니다.	SS_BRAND-B O O O O O O O O O O
고객님	O
여보세요. 한국스탠다드차타드은행 홈페이지에 들어가지지 않습니다.	O SS_BRAND-B O O O
기억이… 아 중소기업은행 인 것 같은데요.	O O SS_BRAND-B O O O
여보세요. 중소기업은행에 전화 걸은 것이 맞아요?	O SS_BRAND-B O O O O
환영합니다.	O
신한은행에 맞게 전화 주신 것이 맞습니다.	SS_BRAND-B O O O O O
저기요. 토스뱅크 홈페이지에 접속이 안되요.	O SS_BRAND-B O O O
잠시만 기다려 주세요.	O O O
한번 찾아보고요.	O O
아 경남은행이네요.	O SS_BRAND-B
여보세요. 제주은행 이죠?	O SS_BRAND-B O
안녕하십니까 고객님 케이뱅크 상담원입니다.	O O SS_BRAND-B O
함께하는 중소기업은행입니다.	O SS_BRAND-B
어떤 업무를 도와드리면 되겠습니까?	O O O O
안녕하세요.	O
전북은행 홈페이지에 접속이 불가능해요.	SS_BRAND-B O O O
발음이 명확하지 않습니다.	O O O
보다 나은 서비스를 위하여 다시 질문 드리겠습니다.	O O O O O O O
토스뱅크 홈페이지에 접속이 불가능 하다는 말씀 맞으십니까?	SS_BRAND-B O O O O O O
기억 나네요.	O O
광주은행 입니다.	SS_BRAND-B O
하나은행 맞나요?	SS_BRAND-B O
환영합니다.	O
중소기업은행에 맞게 전화 주신 것이 맞습니다.	SS_BRAND-B O O O O O
기억이… 아 카카오뱅크 입니다.	O O SS_BRAND-B O
여보세요. 제가 농협에 맞게 전화 건것이 맞나요?	O O SS_BRAND-B O O O O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
우리은행입니다.	SS_BRAND-B
아주 만족스러운 서비스입니다.	O O O
농협 자주 이용해야 겠습니다.	SS_BRAND-B O O O
하나은행이에요.	SS_BRAND-B
여보세요. 하나은행에 맞게 전화 걸것 맞습니까?	O SS_BRAND-B O O O O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
경남은행입니다.	SS_BRAND-B
농협 홈페이지에 안들어가집니다.	SS_BRAND-B O O
케이뱅크으로 보낸 것 맞습니다.	SS_BRAND-B O O O
대구은행 입니까?	SS_BRAND-B O
안녕하십니까 고객님 전북은행 상담원입니다.	O O SS_BRAND-B O
한국산업은행 전화번호는 항상 이 전화번호 입니다.	SS_BRAND-B O O O O O
제주은행 시스템이 아주 마음에 듭니다. 고맙습니다.	SS_BRAND-B O O O O O
안녕하세요.	O
광주은행 홈페이지에 들어가지지 않습니다.	SS_BRAND-B O O O
잠시만 기다려 주세요.	O O O
한번 찾아보고요.	O O
아 대구은행이네요.	O SS_BRAND-B
안녕하세요.	O
제가 국민은행에 맞게 전화 건것이 맞습니까?	O SS_BRAND-B O O O O
고객님께서 정확하게 전화 주신 것이 맞습니다.	O O O O O O
우리은행입니다.	SS_BRAND-B
함께하는 한국산업은행입니다.	O SS_BRAND-B
어떤 업무를 도와드리면 되겠습니까?	O O O O
수고하십니다	O
제가 대구은행국민카드를 잃어버렸어요	O SS_BRAND-B O
